id,label
1159,0
1160,0
1161,6
1162,0
1163,0
1164,0
1165,5
1166,6
1167,0
1168,6
1169,0
1170,6
1171,4
1172,3
1173,5
1174,3
1175,4
1176,6
1177,5
1178,1
1179,0
1180,3
1181,6
1182,0
1183,6
1184,6
1185,5
1186,3
1187,0
1188,6
1189,3
1190,0
1191,0
1192,0
1193,6
1194,3
1195,5
1196,0
1197,6
1198,3
1199,0
1200,5
1201,3
1202,4
1203,0
1204,6
1205,6
1206,3
1207,6
1208,3
1209,0
1210,3
1211,5
1212,6
1213,0
1214,0
1215,6
1216,2
1217,3
1218,5
1219,6
1220,6
1221,3
1222,5
1223,3
1224,0
1225,3
1226,4
1227,0
1228,4
1229,6
1230,6
1231,6
1232,6
1233,0
1234,6
1235,6
1236,2
1237,3
1238,0
1239,0
1240,0
1241,0
1242,1
1243,5
1244,6
1245,5
1246,5
1247,6
1248,5
1249,3
1250,3
1251,6
1252,3
1253,0
1254,0
1255,6
1256,3
1257,5
1258,3
1259,0
1260,6
1261,0
1262,0
1263,0
1264,4
1265,3
1266,3
1267,0
1268,0
1269,6
1270,3
1271,6
1272,0
1273,0
1274,6
1275,5
1276,0
1277,6
1278,3
1279,6
1280,0
1281,0
1282,3
1283,3
1284,0
1285,0
1286,3
1287,6
1288,5
1289,0
1290,0
1291,0
1292,0
1293,0
1294,3
1295,6
1296,5
1297,3
1298,6
1299,5
1300,0
1301,0
1302,3
1303,6
1304,0
1305,5
1306,3
1307,3
1308,6
1309,0
1310,6
1311,6
1312,3
1313,0
1314,6
1315,0
1316,0
1317,6
1318,0
1319,1
1320,2
1321,6
1322,3
1323,0
1324,0
1325,3
1326,4
1327,6
1328,5
1329,0
1330,0
1331,6
1332,0
1333,0
1334,0
1335,6
1336,6
1337,5
1338,0
1339,0
1340,3
1341,6
1342,6
1343,6
1344,6
1345,6
1346,6
1347,4
1348,3
1349,6
1350,0
1351,0
1352,3
1353,6
1354,6
1355,3
1356,3
1357,6
1358,5
1359,6
1360,0
1361,5
1362,5
1363,6
1364,5
1365,0
1366,0
1367,2
1368,0
1369,0
1370,0
1371,0
1372,5
1373,0
1374,3
1375,0
1376,0
1377,6
1378,5
1379,4
1380,3
1381,4
1382,3
1383,0
1384,6
1385,0
1386,3
1387,0
1388,3
1389,3
1390,3
1391,5
1392,3
1393,3
1394,6
1395,4
1396,0
1397,3
1398,3
1399,5
1400,6
1401,6
1402,3
1403,5
1404,0
1405,3
1406,0
1407,3
1408,6
1409,0
1410,3
1411,0
1412,4
1413,6
1414,6
1415,0
1416,6
1417,0
1418,3
1419,6
1420,0
1421,0
1422,3
1423,6
1424,5
1425,4
1426,3
1427,3
1428,0
1429,3
1430,6
1431,6
1432,0
1433,5
1434,0
1435,6
1436,3
1437,6
1438,3
1439,6
1440,2
1441,6
1442,2
1443,5
1444,0
1445,6
1446,3
1447,0
1448,6
1449,0
1450,6
1451,6
1452,6
1453,4
1454,0
1455,3
1456,0
1457,3
1458,6
1459,3
1460,6
1461,0
1462,0
1463,3
1464,2
1465,5
1466,3
1467,3
1468,5
1469,3
1470,4
1471,6
1472,0
1473,3
1474,4
1475,5
1476,3
1477,0
1478,3
1479,3
1480,6
1481,5
1482,0
1483,5
1484,3
1485,0
1486,6
1487,0
1488,0
1489,0
1490,6
1491,6
1492,3
1493,3
1494,6
1495,5
1496,0
1497,6
1498,2
1499,6
1500,5
1501,6
1502,6
1503,5
1504,3
1505,6
1506,6
1507,3
1508,3
1509,6
1510,0
1511,6
1512,6
1513,2
1514,0
1515,0
1516,5
1517,0
1518,0
1519,3
1520,0
1521,0
1522,0
1523,5
1524,6
1525,6
1526,5
1527,2
1528,2
1529,6
1530,5
1531,6
1532,3
1533,0
1534,5
1535,2
1536,3
1537,6
1538,6
1539,3
1540,3
1541,2
1542,0
1543,0
1544,0
1545,4
1546,6
1547,3
1548,6
1549,4
1550,0
1551,6
1552,3
1553,0
1554,0
1555,3
1556,3
1557,6
1558,3
1559,0
1560,6
1561,0
1562,6
1563,5
1564,4
1565,6
1566,6
1567,6
1568,6
1569,6
1570,5
1571,0
1572,6
1573,5
1574,6
1575,3
1576,0
1577,3
1578,6
1579,6
1580,0
1581,6
1582,6
1583,0
1584,5
1585,6
1586,6
1587,0
1588,6
1589,4
1590,5
1591,5
1592,6
1593,6
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,4
1602,6
1603,5
1604,6
1605,6
1606,6
1607,0
1608,0
1609,2
1610,3
1611,6
1612,5
1613,0
1614,0
1615,3
1616,0
1617,4
1618,1
1619,3
1620,3
1621,3
1622,4
1623,3
1624,5
1625,3
1626,6
1627,0
1628,3
1629,3
1630,6
1631,0
1632,0
1633,3
1634,3
1635,2
1636,6
1637,6
1638,0
1639,4
1640,0
1641,3
1642,3
1643,2
1644,0
1645,6
1646,5
1647,6
1648,0
1649,4
1650,3
1651,5
1652,3
1653,0
1654,3
1655,0
1656,0
1657,6
1658,6
1659,5
1660,0
1661,3
1662,6
1663,0
1664,6
1665,6
1666,0
1667,6
1668,0
1669,4
1670,6
1671,0
1672,6
1673,3
1674,4
1675,4
1676,6
1677,6
1678,5
1679,5
1680,4
1681,5
1682,6
1683,3
1684,5
1685,0
1686,6
1687,6
1688,0
1689,6
1690,0
1691,3
1692,3
1693,4
1694,3
1695,0
1696,1
1697,3
1698,3
1699,3
1700,0
1701,0
1702,0
1703,5
1704,0
1705,3
1706,6
1707,3
1708,3
1709,4
1710,6
1711,0
1712,6
1713,6
1714,5
1715,3
1716,3
1717,6
1718,5
1719,1
1720,6
1721,0
1722,5
1723,4
1724,6
1725,6
1726,4
1727,3
1728,6
1729,6
1730,6
1731,6
1732,0
1733,6
1734,6
1735,6
1736,4
1737,6
1738,0
1739,5
1740,3
1741,6
1742,5
1743,3
1744,5
1745,4
1746,0
1747,6
1748,6
1749,0
1750,2
1751,0
1752,5
1753,0
1754,3
1755,0
1756,0
1757,4
1758,0
1759,3
1760,0
1761,0
1762,3
1763,0
1764,6
1765,6
1766,0
1767,5
1768,0
1769,3
1770,0
1771,0
1772,6
1773,0
1774,3
1775,6
1776,6
1777,0
1778,0
1779,2
1780,5
1781,6
1782,3
1783,0
1784,5
1785,3
1786,5
1787,3
1788,0
1789,3
1790,0
1791,3
1792,0
1793,5
1794,0
1795,0
1796,0
1797,0
1798,2
1799,0
1800,0
1801,6
1802,0
1803,3
1804,5
1805,0
1806,6
1807,6
1808,3
1809,5
1810,4
1811,5
1812,3
1813,6
1814,0
1815,0
1816,6
1817,5
1818,6
1819,0
1820,4
1821,4
1822,3
1823,6
1824,4
1825,6
1826,0
1827,6
1828,5
1829,0
1830,6
1831,0
1832,6
1833,0
1834,4
1835,6
1836,2
1837,0
1838,6
1839,0
1840,6
1841,1
1842,0
1843,0
1844,6
1845,6
1846,6
1847,0
1848,6
1849,3
1850,3
1851,3
1852,6
1853,0
1854,6
1855,2
1856,6
1857,3
1858,5
1859,5
1860,3
1861,0
1862,3
1863,6
1864,5
1865,5
1866,4
1867,6
1868,0
1869,0
1870,2
1871,2
1872,6
1873,3
1874,0
1875,5
1876,3
1877,5
1878,3
1879,6
1880,0
1881,5
1882,0
1883,6
1884,6
1885,5
1886,4
1887,5
1888,5
1889,5
1890,5
1891,6
1892,0
1893,0
1894,0
1895,0
1896,2
1897,6
1898,0
1899,3
1900,6
1901,6
1902,4
1903,2
1904,0
1905,6
1906,6
1907,6
1908,0
1909,0
1910,3
1911,5
1912,4
1913,6
1914,5
1915,6
1916,5
1917,6
1918,0
1919,5
1920,2
1921,5
1922,4
1923,4
1924,3
1925,0
1926,3
1927,3
1928,5
1929,6
1930,0
1931,5
1932,2
1933,0
1934,6
1935,5
1936,6
1937,3
1938,4
1939,0
1940,6
1941,3
1942,3
1943,3
1944,4
1945,5
1946,0
1947,6
1948,0
1949,5
1950,4
1951,6
1952,6
1953,6
1954,6
1955,3
1956,0
1957,6
1958,3
1959,3
1960,5
1961,6
1962,0
1963,3
1964,4
1965,0
1966,3
1967,3
1968,6
1969,3
1970,3
1971,4
1972,5
1973,3
1974,3
1975,6
1976,0
1977,6
1978,0
1979,3
1980,6
1981,0
1982,0
1983,3
1984,3
1985,0
1986,4
1987,2
1988,3
1989,2
1990,6
1991,5
1992,6
1993,6
1994,6
1995,3
1996,0
1997,0
1998,6
1999,6
2000,0
2001,3
2002,5
2003,0
2004,6
2005,5
2006,6
2007,5
2008,0
2009,6
2010,1
2011,3
2012,5
2013,0
2014,2
2015,6
2016,5
2017,5
2018,0
2019,6
2020,0
2021,3
2022,0
2023,0
2024,0
2025,3
2026,0
2027,6
2028,3
2029,3
2030,0
2031,5
2032,6
2033,0
2034,6
2035,0
2036,0
2037,0
2038,0
2039,0
2040,3
2041,0
2042,5
2043,0
2044,0
2045,0
2046,3
2047,0
2048,6
2049,5
2050,0
2051,3
2052,1
2053,6
2054,6
2055,3
2056,0
2057,0
2058,6
2059,3
2060,5
2061,2
2062,3
2063,4
2064,1
2065,0
2066,6
2067,6
2068,0
2069,5
2070,3
2071,3
2072,1
2073,6
2074,0
2075,5
2076,0
2077,0
2078,5
2079,0
2080,6
2081,5
2082,4
2083,5
2084,6
2085,0
2086,3
2087,3
2088,0
2089,6
2090,6
2091,6
2092,6
2093,3
2094,0
2095,3
2096,3
2097,0
2098,3
2099,0
2100,0
2101,0
2102,5
2103,3
2104,5
2105,3
2106,3
2107,4
2108,4
2109,6
2110,0
2111,3
2112,5
2113,3
2114,3
2115,3
2116,3
2117,3
2118,3
2119,1
2120,6
2121,3
2122,0
2123,3
2124,6
2125,2
2126,3
2127,0
2128,3
2129,6
2130,6
2131,6
2132,6
2133,3
2134,6
2135,6
2136,0
2137,0
2138,0
2139,3
2140,3
2141,6
2142,3
2143,0
2144,6
2145,3
2146,3
2147,6
2148,2
2149,1
2150,3
2151,6
2152,3
2153,5
2154,4
2155,3
2156,3
2157,5
2158,0
2159,4
2160,6
2161,3
2162,3
2163,0
2164,5
2165,3
2166,3
2167,5
2168,0
2169,0
2170,2
2171,4
2172,3
2173,6
2174,6
2175,6
2176,3
2177,0
2178,0
2179,0
2180,3
2181,6
2182,0
2183,6
2184,5
2185,3
2186,0
2187,0
2188,3
2189,0
2190,5
2191,0
2192,0
2193,3
2194,3
2195,0
2196,6
2197,3
2198,6
2199,3
2200,3
2201,6
2202,4
2203,3
2204,4
2205,0
2206,3
2207,6
2208,0
2209,6
2210,0
2211,3
2212,3
2213,0
2214,6
2215,0
2216,5
2217,0
2218,6
2219,6
2220,5
2221,5
2222,1
2223,6
2224,0
2225,6
2226,5
2227,0
2228,5
2229,3
2230,4
2231,0
2232,0
2233,6
2234,5
2235,3
2236,6
2237,0
2238,5
2239,3
2240,5
2241,0
2242,3
2243,3
2244,6
2245,6
2246,3
2247,2
2248,6
2249,6
2250,6
2251,3
2252,3
2253,3
2254,0
2255,0
2256,6
2257,0
2258,0
2259,0
2260,0
2261,3
2262,5
2263,0
2264,6
2265,3
2266,6
2267,6
2268,6
2269,5
2270,3
2271,6
2272,3
2273,4
2274,6
2275,0
2276,6
2277,3
2278,6
2279,0
2280,5
2281,0
2282,6
2283,3
2284,5
2285,0
2286,3
2287,6
2288,6
2289,5
2290,3
2291,3
2292,3
2293,0
2294,3
2295,0
2296,5
2297,3
2298,6
2299,5
2300,0
2301,6
2302,6
2303,3
2304,0
2305,2
2306,0
2307,3
2308,3
2309,3
2310,0
2311,3
2312,6
2313,3
2314,6
2315,3
2316,0
2317,0
2318,3
2319,0
2320,3
2321,5
2322,0
2323,0
2324,0
2325,3
2326,3
2327,4
2328,5
2329,6
2330,3
2331,3
2332,6
2333,0
2334,6
2335,0
2336,0
2337,4
2338,5
2339,6
2340,0
2341,6
2342,3
2343,3
2344,3
2345,5
2346,5
2347,3
2348,6
2349,5
2350,6
2351,0
2352,6
2353,3
2354,3
2355,2
2356,6
2357,3
2358,0
2359,5
2360,6
2361,6
2362,5
2363,6
2364,6
2365,6
2366,6
2367,3
2368,0
2369,0
2370,0
2371,3
2372,6
2373,0
2374,6
2375,0
2376,3
2377,0
2378,3
2379,0
2380,3
2381,5
2382,6
2383,6
2384,5
2385,6
2386,5
2387,6
2388,5
2389,6
2390,0
2391,0
2392,0
2393,5
2394,0
2395,6
2396,0
2397,6
2398,3
2399,0
2400,0
2401,6
2402,0
2403,3
2404,3
2405,5
2406,2
2407,5
2408,3
2409,3
2410,3
2411,0
2412,3
2413,5
2414,6
2415,3
2416,0
2417,5
2418,0
2419,3
2420,0
2421,2
2422,3
2423,0
2424,5
2425,5
2426,0
2427,3
2428,3
2429,5
2430,6
2431,3
2432,3
2433,2
2434,0
2435,0
2436,3
2437,6
2438,5
2439,3
2440,6
2441,3
2442,0
2443,5
2444,6
2445,0
2446,0
2447,0
2448,5
2449,4
2450,5
2451,3
2452,5
2453,0
2454,5
2455,0
2456,6
2457,0
2458,3
2459,3
2460,0
2461,3
2462,3
2463,6
2464,5
2465,4
2466,0
2467,3
2468,3
2469,3
2470,6
2471,0
2472,5
2473,6
2474,4
2475,0
2476,5
2477,3
2478,5
2479,2
2480,0
2481,0
2482,4
2483,5
2484,0
2485,5
2486,0
2487,0
2488,0
2489,5
2490,5
2491,5
2492,2
2493,3
2494,0
2495,2
2496,5
2497,5
2498,0
2499,3
2500,3
2501,0
2502,6
2503,0
2504,0
2505,3
2506,0
2507,4
2508,4
2509,4
2510,0
2511,4
2512,0
2513,6
2514,5
2515,0
2516,4
2517,6
2518,0
2519,5
2520,6
2521,3
2522,5
2523,0
2524,0
2525,6
2526,0
2527,3
2528,0
2529,0
2530,3
2531,0
2532,3
2533,3
2534,3
2535,0
2536,3
2537,0
2538,0
2539,0
2540,0
2541,3
2542,3
2543,6
2544,0
2545,0
2546,3
2547,6
2548,6
2549,3
2550,4
2551,6
2552,0
2553,6
2554,6
2555,6
2556,4
2557,0
2558,4
2559,6
2560,0
2561,5
2562,3
2563,0
2564,5
2565,6
2566,6
2567,3
2568,4
2569,0
2570,2
2571,0
2572,6
2573,6
2574,0
2575,4
2576,3
2577,0
2578,6
2579,0
2580,0
2581,4
2582,3
2583,3
2584,6
2585,5
2586,0
2587,6
2588,3
2589,3
2590,5
2591,0
2592,3
2593,4
2594,3
2595,5
2596,3
2597,6
2598,0
2599,0
2600,3
2601,6
2602,6
2603,4
2604,6
2605,6
2606,6
2607,3
2608,6
2609,6
2610,0
2611,3
2612,3
2613,1
2614,6
2615,5
2616,0
2617,0
2618,0
2619,4
2620,3
2621,0
2622,0
2623,4
2624,2
2625,3
2626,0
2627,3
2628,6
2629,0
2630,3
2631,5
2632,0
2633,0
2634,0
2635,6
2636,5
2637,3
2638,6
2639,5
2640,3
2641,6
2642,3
2643,0
2644,5
2645,5
2646,4
2647,0
2648,2
2649,3
2650,5
2651,6
2652,3
2653,4
2654,3
2655,5
2656,6
2657,3
2658,4
2659,1
2660,6
2661,3
2662,6
2663,6
2664,6
2665,3
2666,0
2667,3
2668,3
2669,0
2670,4
2671,0
2672,6
2673,6
2674,0
2675,3
2676,6
2677,4
2678,6
2679,3
2680,6
2681,0
2682,5
2683,0
2684,6
2685,0
2686,0
2687,6
2688,6
2689,0
2690,3
2691,0
2692,4
2693,3
2694,0
2695,4
2696,5
2697,0
2698,6
2699,0
2700,0
2701,3
2702,0
2703,6
2704,3
2705,6
2706,6
2707,6
2708,3
2709,0
2710,3
2711,3
2712,0
2713,3
2714,5
2715,0
2716,6
2717,5
2718,0
2719,6
2720,0
2721,0
2722,0
2723,0
2724,5
2725,3
2726,6
2727,6
2728,6
2729,6
2730,3
2731,3
2732,0
2733,0
2734,6
2735,0
2736,6
2737,4
2738,0
2739,5
2740,0
2741,0
2742,5
2743,3
2744,5
2745,6
2746,0
2747,3
2748,3
2749,3
2750,6
2751,0
2752,6
2753,3
2754,5
2755,5
2756,4
2757,6
2758,6
2759,4
2760,6
2761,0
2762,6
2763,3
2764,5
2765,3
2766,0
2767,6
2768,0
2769,6
2770,5
2771,0
2772,0
2773,3
2774,0
2775,6
2776,0
2777,6
2778,0
2779,2
2780,0
2781,0
2782,0
2783,2
2784,5
2785,0
2786,6
2787,5
2788,6
2789,0
2790,4
2791,0
2792,6
2793,6
2794,0
2795,0
2796,0
2797,0
2798,6
2799,0
2800,5
2801,5
2802,0
2803,5
2804,5
2805,3
2806,0
2807,6
2808,5
2809,3
2810,0
2811,5
2812,4
2813,6
2814,5
2815,3
2816,0
2817,4
2818,0
2819,2
2820,0
2821,0
2822,6
2823,3
2824,5
2825,6
2826,0
2827,0
2828,6
2829,3
2830,4
2831,0
2832,6
2833,3
2834,0
2835,0
2836,5
2837,0
2838,4
2839,6
2840,0
2841,5
2842,3
2843,6
2844,5
2845,3
2846,0
2847,5
2848,3
2849,3
2850,5
2851,0
2852,6
2853,0
2854,5
2855,0
2856,6
2857,2
2858,5
2859,0
2860,5
2861,5
2862,3
2863,3
2864,3
2865,0
2866,6
2867,6
2868,3
2869,3
2870,0
2871,4
2872,3
2873,6
2874,4
2875,5
2876,6
2877,6
2878,5
2879,0
2880,0
2881,5
2882,6
2883,0
2884,0
2885,5
2886,0
2887,6
2888,3
2889,3
2890,0
2891,4
2892,4
2893,3
2894,1
2895,0
2896,3
2897,3
2898,5
2899,6
2900,6
2901,6
2902,0
2903,5
2904,0
2905,6
2906,0
2907,0
2908,0
2909,5
2910,6
2911,0
2912,6
2913,0
2914,6
2915,0
2916,5
2917,0
2918,3
2919,5
2920,3
2921,6
2922,0
2923,5
2924,5
2925,0
2926,6
2927,0
2928,3
2929,0
2930,5
2931,5
2932,3
2933,0
2934,4
2935,3
2936,3
2937,4
2938,6
2939,3
2940,6
2941,6
2942,0
2943,0
2944,0
2945,4
2946,6
2947,4
2948,6
2949,6
2950,0
2951,0
2952,5
2953,5
2954,0
2955,5
2956,3
2957,0
2958,5
2959,0
2960,0
2961,0
2962,5
2963,6
2964,0
2965,3
2966,4
2967,3
2968,6
2969,5
2970,3
2971,6
2972,0
2973,4
2974,3
2975,2
2976,6
2977,5
2978,3
2979,2
2980,3
2981,6
2982,3
2983,2
2984,4
2985,0
2986,6
2987,0
2988,3
2989,5
2990,5
2991,4
2992,6
2993,0
2994,6
2995,6
2996,3
2997,0
